id,url,year,month,collapse,new_name
1,https://ksp.bip.policja.gov.pl/download/25/95919/2018styczen-bojkaipobicie.xls,2018,1,0,data_2018_1.xls
2,https://ksp.bip.policja.gov.pl/download/25/95920/2018styczen-lutybojkaipobicie.xls,2018,2,0,data_2018_2.xls
3,https://ksp.bip.policja.gov.pl/download/25/95921/2018styczen-marzecbojkaipobicie.xls,2018,3,0,data_2018_3.xls
4,https://ksp.bip.policja.gov.pl/download/25/96654/2018styczen-kwiecienBojkaipobicie.xls,2018,4,0,data_2018_4.xls
5,https://ksp.bip.policja.gov.pl/download/25/97904/Bojkaipobiciestyczen-maj2018.xls,2018,5,0,data_2018_5.xls
6,https://ksp.bip.policja.gov.pl/download/25/99201/Bojkaipobiciestyczen-czerwiec2018.xls,2018,6,0,data_2018_6.xls
7,https://ksp.bip.policja.gov.pl/download/25/100346/bojkaipobiciestyczen-lipiec.xls,2018,7,0,data_2018_7.xls
8,https://ksp.bip.policja.gov.pl/download/25/101166/Bojkaipobiciestyczen-sierpien2018.xls,2018,8,0,data_2018_8.xls
9,https://ksp.bip.policja.gov.pl/download/25/101676/Bojkaipobiciestyczen-wrzesien2018.xls,2018,9,0,data_2018_9.xls
10,https://ksp.bip.policja.gov.pl/download/25/103239/Bojkaipobiciestyczen-pazdziernik2018.xls,2018,10,0,data_2018_10.xls
11,https://ksp.bip.policja.gov.pl/download/25/104498/Bojkaipobiciestyczen-listopad2018.xlsx,2018,11,0,data_2018_11.xlsx
12,https://ksp.bip.policja.gov.pl/download/25/105051/Bojkaipobiciestyczen-grudzien2018.xls,2018,12,0,data_2018_12.xls
13,https://ksp.bip.policja.gov.pl/download/25/105690/Kradziezcudzejrzeczy-styczen2019.xls,2019,1,0,data_2019_1.xls
14,https://ksp.bip.policja.gov.pl/download/25/106666/Bojkaipobicie-luty2019.xls,2019,2,0,data_2019_2.xls
15,https://ksp.bip.policja.gov.pl/download/25/107411/Bojkaipobiciemarzec2019.xls,2019,3,0,data_2019_3.xls
16,https://ksp.bip.policja.gov.pl/download/25/108103/Bojkaipobiciekwiecien2019.xls,2019,4,0,data_2019_4.xls
17,https://ksp.bip.policja.gov.pl/download/25/108874/Bojkaipobiciemaj2019.xls,2019,5,0,data_2019_5.xls
18,https://ksp.bip.policja.gov.pl/download/25/109661/Bojkaipobicieczerwiec2019.xls,2019,6,0,data_2019_6.xls
19,https://ksp.bip.policja.gov.pl/download/25/110710/Bojkaipobicielipiec2019.xlsx,2019,7,0,data_2019_7.xlsx
20,https://ksp.bip.policja.gov.pl/download/25/111132/Bojkaipobiciesierpien2019.xls,2019,8,0,data_2019_8.xls
21,https://ksp.bip.policja.gov.pl/download/25/112541/Bojkaipobiciewrzesien2019.xls,2019,9,0,data_2019_9.xls
22,https://ksp.bip.policja.gov.pl/download/25/112550/Bojkaipobiciepazdziernik2019.xls,2019,10,0,data_2019_10.xls
23,https://ksp.bip.policja.gov.pl/download/25/114199/Bojkaipobicielistopad2019r.xls,2019,11,0,data_2019_11.xls
24,https://ksp.bip.policja.gov.pl/download/25/114200/Bojkaipobiciegrudzien2019.xls,2019,12,0,data_2019_12.xls
25,https://ksp.bip.policja.gov.pl/download/25/114795/Bojkaipobiciestyczen2020r.xlsx,2020,1,0,data_2020_1.xlsx
26,https://ksp.bip.policja.gov.pl/download/25/116341/Bojkaipobicieluty2020r.xls,2020,2,0,data_2020_2.xls
27,https://ksp.bip.policja.gov.pl/download/25/116342/Bojkaipobiciemarzec2020r.xls,2020,3,0,data_2020_3.xls
28,https://ksp.bip.policja.gov.pl/download/25/116343/Bojkaipobiciekwiecien2020r.xls,2020,4,0,data_2020_4.xls
29,https://ksp.bip.policja.gov.pl/download/25/117840/Bojkaipobiciemaj2020.xls,2020,5,0,data_2020_5.xls
30,https://ksp.bip.policja.gov.pl/download/25/117841/Bojkaipobicieczerwiec2020r.xls,2020,6,0,data_2020_6.xls
31,https://ksp.bip.policja.gov.pl/download/25/118789/Bojkaipobicielipiec2020r.xls,2020,7,0,data_2020_7.xls
32,https://ksp.bip.policja.gov.pl/download/25/124307/Bojkaipobiciesierpien2020r.xls,2020,8,0,data_2020_8.xls
33,https://ksp.bip.policja.gov.pl/download/25/122764/Bojkaipobiciewrzesien2020r.xls,2020,9,0,data_2020_9.xls
